Region	District	Commune	Fokontany
BOENY	SOALALA	ANDRANOMAVO	ANDOHARANO
BOENY	SOALALA	ANDRANOMAVO	AMBOROMIANTO
BOENY	SOALALA	ANDRANOMAVO	AMBODIFANO
BOENY	SOALALA	ANDRANOMAVO	TSARABANJA
BOENY	SOALALA	ANDRANOMAVO	NAMOROKA
BOENY	SOALALA	ANDRANOMAVO	ANDRANONANKOAY
BOENY	SOALALA	ANDRANOMAVO	MALANDIANDRO
BOENY	SOALALA	ANDRANOMAVO	ANALATELO
BOENY	SOALALA	ANDRANOMAVO	NAMAHOTA
BOENY	SOALALA	SOALALA	SOALALA
BOENY	SOALALA	SOALALA	AMBOROKA
BOENY	SOALALA	SOALALA	BEBAO
BOENY	SOALALA	SOALALA	BELAFIKA
BOENY	SOALALA	SOALALA	MADIROMILEKA
BOENY	SOALALA	SOALALA	ANTAMBOHO
BOENY	SOALALA	SOALALA	BALY
BOENY	SOALALA	SOALALA	BEKOMANGA
BOENY	SOALALA	SOALALA	ANJIAMALOTO
BOENY	SOALALA	SOALALA	ANKERA
BOENY	SOALALA	SOALALA	ANTANAMANINTSY
BOENY	SOALALA	SOALALA	BEMOLOLO
BOENY	SOALALA	SOALALA	AMBATOJOBY
BOENY	SOALALA	ANTSAKOAMILEKA	ANTSAKOAMILEKA
BOENY	SOALALA	ANTSAKOAMILEKA	AMBARINANAHARY
BOENY	SOALALA	ANTSAKOAMILEKA	ANTANANDAVA
BOENY	SOALALA	ANTSAKOAMILEKA	ANTANAMBAO
BOENY	SOALALA	ANTSAKOAMILEKA	ANTANIMAVO
BOENY	SOALALA	ANTSAKOAMILEKA	BEKALALAO
BOENY	SOALALA	ANTSAKOAMILEKA	ANADABOMARO
BOENY	SOALALA	ANTSAKOAMILEKA	MARERANO
MELAKY	AMBATOMAINTY	AMBATOMAINTY	"AMBATOMAINTY AVARADALANA"
MELAKY	AMBATOMAINTY	AMBATOMAINTY	"AMBATOMAINTY ANDREFANDALANA"
MELAKY	AMBATOMAINTY	AMBATOMAINTY	AMBAHIVAHY
MELAKY	AMBATOMAINTY	AMBATOMAINTY	AMPETSAPETSA
MELAKY	AMBATOMAINTY	AMBATOMAINTY	AMPIAKARANDRAIFITO
MELAKY	AMBATOMAINTY	AMBATOMAINTY	ANKIHONALA
MELAKY	AMBATOMAINTY	AMBATOMAINTY	AMPASINDAVA
MELAKY	AMBATOMAINTY	AMBATOMAINTY	BELAVABARY
MELAKY	AMBATOMAINTY	AMBATOMAINTY	DOANY
MELAKY	AMBATOMAINTY	AMBATOMAINTY	BAKORANO
MELAKY	AMBATOMAINTY	AMBATOMAINTY	MAHAZOARIVO
MELAKY	AMBATOMAINTY	AMBATOMAINTY	TSINJOARIVO
MELAKY	AMBATOMAINTY	BEMARIVO	AMBALARANO.
MELAKY	AMBATOMAINTY	BEMARIVO	AMBARINANAHARY
MELAKY	AMBATOMAINTY	BEMARIVO	BEDAMBA
MELAKY	AMBATOMAINTY	BEMARIVO	BESAKAY
MELAKY	AMBATOMAINTY	BEMARIVO	BEMARIVO
MELAKY	AMBATOMAINTY	BEMARIVO	BELALANDA
MELAKY	AMBATOMAINTY	BEMARIVO	DABOLAVA
MELAKY	AMBATOMAINTY	BEMARIVO	MANIMANALY
MELAKY	AMBATOMAINTY	MAROTSIALEHA	AMBAVANINARA
MELAKY	AMBATOMAINTY	MAROTSIALEHA	ANDRANOVORIMPANJAVA
MELAKY	AMBATOMAINTY	MAROTSIALEHA	BEKARARA
MELAKY	AMBATOMAINTY	MAROTSIALEHA	MAROTSIALEHA
MELAKY	AMBATOMAINTY	MAROTSIALEHA	AMBONARA
MELAKY	AMBATOMAINTY	MAROTSIALEHA	AMPANY
MELAKY	AMBATOMAINTY	MAROTSIALEHA	ANTANAMBAO
MELAKY	AMBATOMAINTY	MAROTSIALEHA	ANDRANOMAVO
MELAKY	AMBATOMAINTY	SARODRANO	ANDEBADEBA
MELAKY	AMBATOMAINTY	SARODRANO	ANDOHARANO
MELAKY	AMBATOMAINTY	SARODRANO	ANKILITOKA
MELAKY	AMBATOMAINTY	SARODRANO	SARODRANO
MELAKY	AMBATOMAINTY	SARODRANO	SOANIERANA
MELAKY	AMBATOMAINTY	MAKARAINGO	MAKARAINGO
MELAKY	AMBATOMAINTY	MAKARAINGO	BORY
MELAKY	AMBATOMAINTY	MAKARAINGO	"MANAMBAO II"
MELAKY	AMBATOMAINTY	MAKARAINGO	AMBALASATRANA
MELAKY	AMBATOMAINTY	MAKARAINGO	ANDROTRA
MELAKY	AMBATOMAINTY	MAKARAINGO	AMBONARABE
MELAKY	ANTSALOVA	ANTSALOVA	ANTSALOVA
MELAKY	ANTSALOVA	ANTSALOVA	AMBONARA
MELAKY	ANTSALOVA	ANTSALOVA	ANJIABE
MELAKY	ANTSALOVA	ANTSALOVA	ANTSALOVABE
MELAKY	ANTSALOVA	ANTSALOVA	ARINDRANO
MELAKY	ANTSALOVA	ANTSALOVA	BERANO
MELAKY	ANTSALOVA	ANTSALOVA	MASAMA
MELAKY	ANTSALOVA	ANTSALOVA	AMPAMOTY
MELAKY	ANTSALOVA	ANTSALOVA	SARIRIAKA
MELAKY	ANTSALOVA	ANTSALOVA	ANKOTROFOTSY
MELAKY	ANTSALOVA	ANTSALOVA	AMBALAKAZAHA
MELAKY	ANTSALOVA	ANTSALOVA	AMBALAVONDRO
MELAKY	ANTSALOVA	ANTSALOVA	AMBOLATERA
MELAKY	ANTSALOVA	ANTSALOVA	AMPASIBE
MELAKY	ANTSALOVA	ANTSALOVA	ANTSALOVABE
MELAKY	ANTSALOVA	ANTSALOVA	AMBOLATERA
MELAKY	ANTSALOVA	ANTSALOVA	BERANO
MELAKY	ANTSALOVA	ANTSALOVA	SOARANO
MELAKY	ANTSALOVA	BEKOPAKA	BEKOPAKA
MELAKY	ANTSALOVA	BEKOPAKA	ANDRANOLAVA
MELAKY	ANTSALOVA	BEKOPAKA	BEGARA
MELAKY	ANTSALOVA	BEKOPAKA	TSINJORANO
MELAKY	ANTSALOVA	BEKOPAKA	AMBALAKAZAHA
MELAKY	ANTSALOVA	BEKOPAKA	BEREKETA
MELAKY	ANTSALOVA	BEKOPAKA	ANKILITELO
MELAKY	ANTSALOVA	BEKOPAKA	MANGNAVONY
MELAKY	ANTSALOVA	BEKOPAKA	ANTSARONA
MELAKY	ANTSALOVA	BEKOPAKA	"BEAMPINGA SUD"
MELAKY	ANTSALOVA	BEKOPAKA	ANKILISOA
MELAKY	ANTSALOVA	MASOARIVO	MASOARIVO
MELAKY	ANTSALOVA	MASOARIVO	BESARA
MELAKY	ANTSALOVA	MASOARIVO	BEVOAY
MELAKY	ANTSALOVA	MASOARIVO	AMBALAMANGA
MELAKY	ANTSALOVA	MASOARIVO	AMBONDRO
MELAKY	ANTSALOVA	MASOARIVO	BEMAMBA
MELAKY	ANTSALOVA	MASOARIVO	AMBERENY
MELAKY	ANTSALOVA	MASOARIVO	BENJAVILO
MELAKY	ANTSALOVA	MASOARIVO	MAHAZOARIVO
MELAKY	ANTSALOVA	MASOARIVO	AMBALAKAZAHA
MELAKY	ANTSALOVA	SOAHANY	SOAHANY
MELAKY	ANTSALOVA	SOAHANY	MOKOTIBE
MELAKY	ANTSALOVA	SOAHANY	AMBODIMANGA
MELAKY	ANTSALOVA	SOAHANY	BESARA
MELAKY	ANTSALOVA	SOAHANY	BEMIA
MELAKY	ANTSALOVA	SOAHANY	TSIANALOKA
MELAKY	ANTSALOVA	SOAHANY	ANKILIROA
MELAKY	ANTSALOVA	SOAHANY	AMPANANIRA
MELAKY	ANTSALOVA	SOAHANY	MAROVAHATRA
MELAKY	ANTSALOVA	SOAHANY	ANKABOKA
MELAKY	ANTSALOVA	SOAHANY	BETAKILOTRA
MELAKY	ANTSALOVA	SOAHANY	BEPIRIRIAKA
MELAKY	ANTSALOVA	TRANGAHY	TRANGAHY
MELAKY	ANTSALOVA	TRANGAHY	SOATANA
MELAKY	ANTSALOVA	TRANGAHY	BERONGONY
MELAKY	ANTSALOVA	TRANGAHY	MAFIOVY-KORAO
MELAKY	ANTSALOVA	TRANGAHY	BEJANGOA
MELAKY	ANTSALOVA	TRANGAHY	ANTSALAZA
MELAKY	ANTSALOVA	TRANGAHY	FENOARIVO-BARA
MELAKY	ANTSALOVA	TRANGAHY	ANKILIJORIA
MELAKY	ANTSALOVA	TRANGAHY	ANKORABATO
MELAKY	ANTSALOVA	"BEMARAHA ATSINANANA"	TSIANDRO
MELAKY	ANTSALOVA	"BEMARAHA ATSINANANA"	AMBONDRO
MELAKY	ANTSALOVA	"BEMARAHA ATSINANANA"	MAHADENGY
MELAKY	ANTSALOVA	"BEMARAHA ATSINANANA"	BEVERO
MELAKY	ANTSALOVA	"BEMARAHA ATSINANANA"	TSIANAPAHA
MELAKY	BESALAMPY	"AMBOLODIA SUD"	"ANTANAMBAO ANKAZOMIZOA"
MELAKY	BESALAMPY	"AMBOLODIA SUD"	BEVOALAVO
MELAKY	BESALAMPY	"AMBOLODIA SUD"	ANDOLAMOSO
MELAKY	BESALAMPY	"AMBOLODIA SUD"	AMBAKOA
MELAKY	BESALAMPY	"AMBOLODIA SUD"	"AMBOLODIA SUD"
MELAKY	BESALAMPY	"AMBOLODIA SUD"	AMBARARATA
MELAKY	BESALAMPY	"AMBOLODIA SUD"	BEMOKA
MELAKY	BESALAMPY	"AMBOLODIA SUD"	AMBARAVARANDRAFIA
MELAKY	BESALAMPY	"AMBOLODIA SUD"	ANTSIRABE
MELAKY	BESALAMPY	AMPAKO	AMPAKO
MELAKY	BESALAMPY	AMPAKO	ANTSAKOAMARO
MELAKY	BESALAMPY	AMPAKO	ANKILAHILA
MELAKY	BESALAMPY	AMPAKO	BEZEKY
MELAKY	BESALAMPY	AMPAKO	BETSOTAKY
MELAKY	BESALAMPY	AMPAKO	AMPANANGANA
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	ANKASAKASA
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	BETONGOA
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	MAKADANY
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	AMBARABAHY
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	ANDOLOBE
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	BEJOFO
MELAKY	BESALAMPY	"ANKASAKASA TSIBIRAY"	MORAFENO
MELAKY	BESALAMPY	BEKODOKA	BEKODOKA
MELAKY	BESALAMPY	BEKODOKA	BEFOTAKA
MELAKY	BESALAMPY	BEKODOKA	ANTANIMBARIBE
MELAKY	BESALAMPY	BEKODOKA	AMBOHIBENGY
MELAKY	BESALAMPY	BEKODOKA	BETSINGILO
MELAKY	BESALAMPY	BEKODOKA	MORAFENO
MELAKY	BESALAMPY	BEKODOKA	AMBALATANY
MELAKY	BESALAMPY	BEKODOKA	MAROFOTOTRA
MELAKY	BESALAMPY	BEKODOKA	AMBINDA
MELAKY	BESALAMPY	BEKODOKA	AMBAHIVAHY
MELAKY	BESALAMPY	BEKODOKA	"AMPANIHY / BELELA"
MELAKY	BESALAMPY	BEKODOKA	SAHONDRA
MELAKY	BESALAMPY	BEKODOKA	ANTSOHA
MELAKY	BESALAMPY	BEKODOKA	BEVITSIKA
MELAKY	BESALAMPY	BEKODOKA	BEKOKY
MELAKY	BESALAMPY	BEKODOKA	BEVARY
MELAKY	BESALAMPY	BEKODOKA	MANGOBOKA
MELAKY	BESALAMPY	BEKODOKA	"ANTANAMBAO MAHITSIHAZO"
MELAKY	BESALAMPY	BEKODOKA	TSITANANDRO
MELAKY	BESALAMPY	BESALAMPY	BESALAMPY-VILLE
MELAKY	BESALAMPY	BESALAMPY	BESALAMPY-HAUT
MELAKY	BESALAMPY	BESALAMPY	BESALAMPY-BAS
MELAKY	BESALAMPY	BESALAMPY	AMBALATANY
MELAKY	BESALAMPY	BESALAMPY	AMBODIMANGA
MELAKY	BESALAMPY	BESALAMPY	AMBOTAKA
MELAKY	BESALAMPY	BESALAMPY	ANKASAKASAKELY
MELAKY	BESALAMPY	BESALAMPY	ANTSAKOAZATO
MELAKY	BESALAMPY	BESALAMPY	ANOSIMBOALAVO
MELAKY	BESALAMPY	MAHABE	MAHABE
MELAKY	BESALAMPY	MAHABE	SAMBAOKOFA
MELAKY	BESALAMPY	MAHABE	MAHIAGIDRO
MELAKY	BESALAMPY	MAHABE	AMBONARA
MELAKY	BESALAMPY	MAHABE	ANDABOZATO
MELAKY	BESALAMPY	MAHABE	AMPOZA
MELAKY	BESALAMPY	MAHABE	"ANTANAMBAO TSAPIBA"
MELAKY	BESALAMPY	MAHABE	AMBALAKAZAHA
MELAKY	BESALAMPY	MAHABE	ANDRIABE
MELAKY	BESALAMPY	MAHABE	ANJIABE
MELAKY	BESALAMPY	"MAROVOAY SUD"	"MAROVOAY SUD"
MELAKY	BESALAMPY	"MAROVOAY SUD"	ANOSIBE
MELAKY	BESALAMPY	"MAROVOAY SUD"	TSIAMELARA
MELAKY	BESALAMPY	"MAROVOAY SUD"	ANKILIBE
MELAKY	BESALAMPY	"MAROVOAY SUD"	AMPOZA/SOARANO
MELAKY	BESALAMPY	"MAROVOAY SUD"	MALANDIANDRO
MELAKY	BESALAMPY	SOANENGA	SOANENGA
MELAKY	BESALAMPY	SOANENGA	SAMBAOKOFA
MELAKY	BESALAMPY	SOANENGA	ANDRANONAKANGA
MELAKY	BESALAMPY	SOANENGA	ANKELILALY
MELAKY	BESALAMPY	SOANENGA	VILAMATSA
MELAKY	BESALAMPY	SOANENGA	ANDRANOJONGY
MELAKY	BESALAMPY	SOANENGA	ANKOROSY
MELAKY	BESALAMPY	ANTSIRASIRA	ANTSIRASIRA
MELAKY	BESALAMPY	ANTSIRASIRA	ANDRAFIALAVA
MELAKY	BESALAMPY	ANTSIRASIRA	ANTSIRADRANO
MELAKY	BESALAMPY	ANTSIRASIRA	AMBONARABE
MELAKY	BESALAMPY	ANTSIRASIRA	ANDRAFIABE
MELAKY	MAINTIRANO	ANDABOTOKA	ANTSAKOALAMOTY
MELAKY	MAINTIRANO	ANDABOTOKA	AMBALAMANGA
MELAKY	MAINTIRANO	ANDABOTOKA	KIMAZIMAZY
MELAKY	MAINTIRANO	ANDABOTOKA	BELINTA
MELAKY	MAINTIRANO	ANDABOTOKA	AMPASIMENA
MELAKY	MAINTIRANO	ANDABOTOKA	MANGABE
MELAKY	MAINTIRANO	ANDABOTOKA	ANKARA
MELAKY	MAINTIRANO	ANDABOTOKA	ANDRAFIABE
MELAKY	MAINTIRANO	ANDABOTOKA	MIARINARIVO
MELAKY	MAINTIRANO	ANDABOTOKA	MANDRITSARA
MELAKY	MAINTIRANO	ANDABOTOKA	"MAHAVELO BEBOZAKA"
MELAKY	MAINTIRANO	ANDABOTOKA	MANDROSOA
MELAKY	MAINTIRANO	ANDRANOVAO	MANAPAPE
MELAKY	MAINTIRANO	ANDRANOVAO	ANDRANOVAO
MELAKY	MAINTIRANO	ANDRANOVAO	ANKITARA
MELAKY	MAINTIRANO	ANDRANOVAO	NIVAKIAMBAKOLY
MELAKY	MAINTIRANO	ANDRANOVAO	AMBALAMANGA
MELAKY	MAINTIRANO	ANDREA	ANDREA
MELAKY	MAINTIRANO	ANDREA	BEMENA
MELAKY	MAINTIRANO	ANDREA	ANTETEZAVATO
MELAKY	MAINTIRANO	ANDREA	AMPANDRA
MELAKY	MAINTIRANO	ANDREA	AMPANDRAMALAZA
MELAKY	MAINTIRANO	ANDREA	ANTABOABOAKY
MELAKY	MAINTIRANO	ANDREA	MANDROATSY-BARA
MELAKY	MAINTIRANO	ANDREA	MAHAKENDA
MELAKY	MAINTIRANO	ANDREA	MANDA
MELAKY	MAINTIRANO	ANKISATRA	ANKISATRA
MELAKY	MAINTIRANO	ANKISATRA	AMPATIFATY
MELAKY	MAINTIRANO	ANKISATRA	BEFOTAKA
MELAKY	MAINTIRANO	ANKISATRA	AMBONDRO
MELAKY	MAINTIRANO	ANKISATRA	NOSIBE
MELAKY	MAINTIRANO	ANKISATRA	ANKILIFITO
MELAKY	MAINTIRANO	ANKISATRA	ANKAZOMANAMBAO
MELAKY	MAINTIRANO	ANKISATRA	BEVATRY
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	ANTSAIDOHA-BEBAO
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	BEREKETA
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	AMBAHIVAHY
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	BEKINOLY
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	TSIMIRANDRA
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	BETSAKO
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	AMBANJA
MELAKY	MAINTIRANO	"ANTSAIDOHA BEBAO"	AMPOZA
MELAKY	MAINTIRANO	ANTSONDRODAVA	ANTSONDRONDAVA
MELAKY	MAINTIRANO	ANTSONDRODAVA	ANDRAMY
MELAKY	MAINTIRANO	ANTSONDRODAVA	TONDROLO
MELAKY	MAINTIRANO	ANTSONDRODAVA	ANKIDONDO
MELAKY	MAINTIRANO	ANTSONDRODAVA	ANTSONJO
MELAKY	MAINTIRANO	ANTSONDRODAVA	AMBARARATA
MELAKY	MAINTIRANO	ANTSONDRODAVA	ANDRANOVOROKOLO
MELAKY	MAINTIRANO	ANTSONDRODAVA	FILATSAHA
MELAKY	MAINTIRANO	"BEBABOKA SUD"	BEBABOKA-SUD
MELAKY	MAINTIRANO	"BEBABOKA SUD"	ANDRAFIAMIVONY
MELAKY	MAINTIRANO	"BEBABOKA SUD"	ONARA
MELAKY	MAINTIRANO	"BEBABOKA SUD"	BEREKETA
MELAKY	MAINTIRANO	"BEBABOKA SUD"	TSIAMANDIRA
MELAKY	MAINTIRANO	"BEBABOKA SUD"	ANDRANOBOKA
MELAKY	MAINTIRANO	"BEBABOKA SUD"	AMBEROBE
MELAKY	MAINTIRANO	"BEBABOKA SUD"	BEMOKOTRA-NORD
MELAKY	MAINTIRANO	BELITSAKY	BELITSAKA
MELAKY	MAINTIRANO	BELITSAKY	AMBORONKOTSY
MELAKY	MAINTIRANO	BELITSAKY	ANTSORY
MELAKY	MAINTIRANO	BELITSAKY	MANDREVOMBY
MELAKY	MAINTIRANO	BELITSAKY	BEANTSIVA-EST
MELAKY	MAINTIRANO	BELITSAKY	ANKILIMANARIVO
MELAKY	MAINTIRANO	BELITSAKY	MAPERABE
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	"BEMOKOTRA SUD"
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	ANTSAFY
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	ANKERABE/SUD
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	AMBOROKONTSY
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	SARODRANO
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	ANKOROMOKOTY
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	ANJIABOROKA
MELAKY	MAINTIRANO	"BEMOKOTRA SUD"	ANTSAKOAMAGNEVA
MELAKY	MAINTIRANO	"BEREVO RANOBE"	BEREVO-RANOBE
MELAKY	MAINTIRANO	"BEREVO RANOBE"	AMBIKY
MELAKY	MAINTIRANO	"BEREVO RANOBE"	ANKETRABE
MELAKY	MAINTIRANO	"BEREVO RANOBE"	ANKERABE-NORD
MELAKY	MAINTIRANO	"BEREVO RANOBE"	ANDIMAKY
MELAKY	MAINTIRANO	BETANATANANA	BETANATANANA
MELAKY	MAINTIRANO	BETANATANANA	AMPANEA
MELAKY	MAINTIRANO	BETANATANANA	MANOMBO
MELAKY	MAINTIRANO	BETANATANANA	ANDRANOMALIO
MELAKY	MAINTIRANO	BETANATANANA	MAHAVELO
MELAKY	MAINTIRANO	BETANATANANA	AMBONARABEMAHASOA
MELAKY	MAINTIRANO	BETANATANANA	MAHAZOARIVO
MELAKY	MAINTIRANO	BETANATANANA	ANDRAFIALAVA
MELAKY	MAINTIRANO	BETANATANANA	MORAFENO
MELAKY	MAINTIRANO	BETANATANANA	AMBOANIODIMY
MELAKY	MAINTIRANO	BETANATANANA	AMBALASATRA
MELAKY	MAINTIRANO	BETANATANANA	SOATANANA
MELAKY	MAINTIRANO	BETANATANANA	ANALAMAMIKO
MELAKY	MAINTIRANO	BETANATANANA	MATAVIRANO
MELAKY	MAINTIRANO	MAFAIJIJO	MAFAIJIJO
MELAKY	MAINTIRANO	MAFAIJIJO	AMBOANIO
MELAKY	MAINTIRANO	MAFAIJIJO	AMBONARA-AVARATRA
MELAKY	MAINTIRANO	MAFAIJIJO	"ANTANANDAVA NORD"
MELAKY	MAINTIRANO	MAFAIJIJO	AMBOLOANDO
MELAKY	MAINTIRANO	MAFAIJIJO	ANTSOAMALINIKY
MELAKY	MAINTIRANO	MAFAIJIJO	ANKIRIJIFOTSY
MELAKY	MAINTIRANO	MAFAIJIJO	AMBALARANO
MELAKY	MAINTIRANO	MAFAIJIJO	"ANTANANDAVA SUD"
MELAKY	MAINTIRANO	MAINTIRANO	MARODOKA
MELAKY	MAINTIRANO	MAINTIRANO	AMPASIMANDRORO
MELAKY	MAINTIRANO	MAINTIRANO	TANAMBAO/SPM
MELAKY	MAINTIRANO	MAINTIRANO	TANAMBAO/NORD
MELAKY	MAINTIRANO	MAINTIRANO	ANDRANOVORIBE
MELAKY	MAINTIRANO	MAINTIRANO	MANGOTROKY
MELAKY	MAINTIRANO	MAINTIRANO	AMBALAHONKO
MELAKY	MAINTIRANO	MAINTIRANO	"TANAMBAO / METEO"
MELAKY	MAINTIRANO	MAROHAZO	MAROHAZO
MELAKY	MAINTIRANO	MAROHAZO	NAMOASY
MELAKY	MAINTIRANO	MAROHAZO	BETENO
MELAKY	MAINTIRANO	MAROHAZO	AMBATOVAKY
MELAKY	MAINTIRANO	MAROHAZO	ANTANIMAVO
MELAKY	MAINTIRANO	MAROHAZO	ANTSAKOABE
MELAKY	MAINTIRANO	MAROHAZO	MADOSOMBY
MELAKY	MAINTIRANO	MAROHAZO	BETABOARA
MELAKY	MAINTIRANO	MAROHAZO	MORIMA
MELAKY	MAINTIRANO	MAROHAZO	BETSIOKY
MELAKY	MAINTIRANO	MAROMAVO	MAROMAVO
MELAKY	MAINTIRANO	MAROMAVO	ANDIMAKY
MELAKY	MAINTIRANO	MAROMAVO	BEMOKY
MELAKY	MAINTIRANO	TAMBOHORANO	TANAMBAO
MELAKY	MAINTIRANO	TAMBOHORANO	TSARAMANDROSO
MELAKY	MAINTIRANO	TAMBOHORANO	MAFAITSY
MELAKY	MAINTIRANO	TAMBOHORANO	AMBOLAMENA
MELAKY	MAINTIRANO	TAMBOHORANO	BEMOKOTRA/ANASY
MELAKY	MAINTIRANO	TAMBOHORANO	MANDROSOARIVO
MELAKY	MAINTIRANO	TAMBOHORANO	AMBALADADIKA
MELAKY	MAINTIRANO	VEROMANGA	VEROMANGA
MELAKY	MAINTIRANO	VEROMANGA	KIMANAMBOLO-SUD
MELAKY	MAINTIRANO	VEROMANGA	ANTETEZANANAHARY
MELAKY	MAINTIRANO	VEROMANGA	TSIMAHABOANDRO
MELAKY	MAINTIRANO	VEROMANGA	"KIMANAMBOLO NORD"
MELAKY	MORAFENOBE	ANDRAMY	ANDRAMY
MELAKY	MORAFENOBE	ANDRAMY	ANTAMBINOA
MELAKY	MORAFENOBE	ANDRAMY	AMPANY-BARA
MELAKY	MORAFENOBE	ANDRAMY	MAPATSA
MELAKY	MORAFENOBE	ANDRAMY	SOATANA
MELAKY	MORAFENOBE	ANDRAMY	AMBOHIMANARA
MELAKY	MORAFENOBE	ANDRAMY	ANDROVAKELY
MELAKY	MORAFENOBE	ANDRAMY	TSIANALOKA
MELAKY	MORAFENOBE	ANDRAMY	ANDRANOVORIVINALA
MELAKY	MORAFENOBE	ANDRAMY	MAROFIVY
MELAKY	MORAFENOBE	ANDRAMY	ANTSINGILOTOKA
MELAKY	MORAFENOBE	ANDRAMY	ANALABE
MELAKY	MORAFENOBE	BERAVINA	BERAVINA
MELAKY	MORAFENOBE	BERAVINA	IORIMBATO
MELAKY	MORAFENOBE	BERAVINA	AMBALAMANGA
MELAKY	MORAFENOBE	BERAVINA	HONKO-AMPOZA
MELAKY	MORAFENOBE	BERAVINA	ANKALALO
MELAKY	MORAFENOBE	BERAVINA	MIARINARIVO-NORD
MELAKY	MORAFENOBE	BERAVINA	AMBODIVATO
MELAKY	MORAFENOBE	BERAVINA	AMBOLOANDO
MELAKY	MORAFENOBE	BERAVINA	AMPANIHY
MELAKY	MORAFENOBE	BERAVINA	AMPANASANA
MELAKY	MORAFENOBE	MORAFENOBE	MORAFENOBE
MELAKY	MORAFENOBE	MORAFENOBE	ANTSOHA
MELAKY	MORAFENOBE	MORAFENOBE	AMBODIRINA
MELAKY	MORAFENOBE	MORAFENOBE	ANDRANOMAMORERY
MELAKY	MORAFENOBE	MORAFENOBE	BEMOKOTY
MELAKY	MORAFENOBE	MORAFENOBE	AMBONARATSARA
MELAKY	MORAFENOBE	MORAFENOBE	BEBOKOY
MELAKY	MORAFENOBE	MORAFENOBE	AMBAHIVAHY
MELAKY	MORAFENOBE	MORAFENOBE	BEKODOKA
MELAKY	MORAFENOBE	MORAFENOBE	BELALITRA
MELAKY	MORAFENOBE	MORAFENOBE	BEROHAY
MELAKY	MORAFENOBE	MORAFENOBE	AMBONARA
MELAKY	MORAFENOBE	MORAFENOBE	BESAHONA
MELAKY	MORAFENOBE	MORAFENOBE	BETAINKENA
MELAKY	MORAFENOBE	MORAFENOBE	MANARILEFONA
MELAKY	MORAFENOBE	MORAFENOBE	KIRANOMENA
MELAKY	MORAFENOBE	MORAFENOBE	AMPANDRALAVA
MELAKY	MORAFENOBE	ANTRANOKOAKY	ANTRANOKOAKY
MELAKY	MORAFENOBE	ANTRANOKOAKY	BEMANDAVO
MELAKY	MORAFENOBE	ANTRANOKOAKY	AMPASIBE
MELAKY	MORAFENOBE	ANTRANOKOAKY	AMPOZA
MELAKY	MORAFENOBE	ANTRANOKOAKY	BEKINANA
MELAKY	MORAFENOBE	ANTRANOKOAKY	MANDEHARIRA
SOFIA	ANALALAVA	AMBALIHA	AMBALIHA
SOFIA	ANALALAVA	AMBALIHA	ANTRANOBE
SOFIA	ANALALAVA	AMBALIHA	AMBODIDIMAKA
SOFIA	ANALALAVA	AMBALIHA	ANKIABE
SOFIA	ANALALAVA	AMBALIHA	BEMANASY
SOFIA	ANALALAVA	AMBALIHA	BETOLONGO
SOFIA	ANALALAVA	AMBALIHA	ANTANANAMBO
SOFIA	ANALALAVA	AMBALIHA	AMBAIBO
SOFIA	ANALALAVA	AMBALIHA	ANDRAFIABE
SOFIA	ANALALAVA	AMBALIHA	ANDRANOFEDA
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	MAROTOMENDRY
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	"AMBARIJEBY SUD"
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	AMBODIMANGA
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	AMPASINDAVA
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	BEKOFAFA
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	MAROVATO
SOFIA	ANALALAVA	"AMBARIJEBY SUD"	AMBOLOKILY
SOFIA	ANALALAVA	AMBOLOBOZO	AMBOLOBOZO
SOFIA	ANALALAVA	AMBOLOBOZO	ANDAVARAVINA
SOFIA	ANALALAVA	AMBOLOBOZO	ANJANGO
SOFIA	ANALALAVA	AMBOLOBOZO	ANDRONJANA
SOFIA	ANALALAVA	AMBOLOBOZO	ANKATAKATABE
