Region	District	Commune	Fokontany
ANALAMANGA	Ambohidratrimo	Ambato	Ambanimaso
ANALAMANGA	Ambohidratrimo	Ambato	Ambato
ANALAMANGA	Ambohidratrimo	Ambato	Ambatoharanana
ANALAMANGA	Ambohidratrimo	Ambato	Ambodimanga
ANALAMANGA	Ambohidratrimo	Ambato	Ambohijorery
ANALAMANGA	Ambohidratrimo	Ambato	Ambohimitsinjorano
ANALAMANGA	Ambohidratrimo	Ambato	Ampanotokana
ANALAMANGA	Ambohidratrimo	Ambato	Ankadibe
ANALAMANGA	Ambohidratrimo	Ambato	Ankafotra
ANALAMANGA	Ambohidratrimo	Ambato	Antanetibe
ANALAMANGA	Ambohidratrimo	Ambato	Antsahalava
ANALAMANGA	Ambohidratrimo	Ambato	Mahitsitady
ANALAMANGA	Ambohidratrimo	Ambato	Miaramasoandro
ANALAMANGA	Ambohidratrimo	Ambato	Soaloka
ANALAMANGA	Ambohidratrimo	Ambato	Vatovandana
ANALAMANGA	Ambohidratrimo	Ambatolampy	Ambatolampy
ANALAMANGA	Ambohidratrimo	Ambatolampy	Ambodifasina
ANALAMANGA	Ambohidratrimo	Ambatolampy	Ambohidava
ANALAMANGA	Ambohidratrimo	Ambatolampy	Ambohimarina
ANALAMANGA	Ambohidratrimo	Ambatolampy	Ambohinome
ANALAMANGA	Ambohidratrimo	Ambatolampy	Anjomakely
ANALAMANGA	Ambohidratrimo	Ambatolampy	Avarajozoro
ANALAMANGA	Ambohidratrimo	Ambatolampy	Soavinarivo
ANALAMANGA	Ambohidratrimo	Antehiroka	Amboaroy
ANALAMANGA	Ambohidratrimo	Antehiroka	Ambohibao
ANALAMANGA	Ambohidratrimo	Antehiroka	Ambohijanahary
ANALAMANGA	Ambohidratrimo	Antehiroka	Andranoro
ANALAMANGA	Ambohidratrimo	Antehiroka	Ankadivory
ANALAMANGA	Ambohidratrimo	Antehiroka	Antalamohitra
ANALAMANGA	Ambohidratrimo	Antehiroka	Antanetibe
ANALAMANGA	Ambohidratrimo	Antehiroka	Antsakambahiny
ANALAMANGA	Ambohidratrimo	Antehiroka	Morondava
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Ambodehilahy
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Ambodisaha
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Ambohidratrimo
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	"Ambohitsiroa Est"
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Ambovo
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Ampanataovana
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Antohibe
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Antsimomparihy
ANALAMANGA	Ambohidratrimo	Ambohidratrimo	Soamananety
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	Ambohidrazaka
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	Ambohimanjaka
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	"Ambohimarina ouest"
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	Ambohitrinibe
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	Andranomasina
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	Anjehivola
ANALAMANGA	Ambohidratrimo	Ambohimanjaka	Ankondodona
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Ambatotelo
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Ambohibao
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Ambohimitsinjo
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Ambohipihaonana
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Ampahimaro
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Amparafaravato
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Ankadifotsy
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Antanambao
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Avaratrimangabe
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Maharidaza
ANALAMANGA	Ambohidratrimo	Ambohipihaonana	Tsarahonenana
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	"Ambatolampy Sud"
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	"Ambatolampy Nord"
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ambatomainty
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ambodivoanjo
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ambodivona
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ambohimananjo
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ampahibe
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ampanomahitsy
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ampiriaka
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Andranomahitsy
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Andringitana
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Anosimanjaka
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Antanetibe
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Antsahafoy
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Antsahamarina
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Antsahavolo
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Beloha
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Farahindra
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Fiakarana
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Ikopakely
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Lehilava
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	"Mahitsy Avaratra"
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	"Mahitsy Firaisana"
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Miadana
ANALAMANGA	Ambohidratrimo	Ambohitrimanjaka	Namorana
ANALAMANGA	Ambohidratrimo	Ampangabe	Ambatobe
ANALAMANGA	Ambohidratrimo	Ampangabe	Ambohibary
ANALAMANGA	Ambohidratrimo	Ampangabe	Ambohidreny
ANALAMANGA	Ambohidratrimo	Ampangabe	Ambohimiandra
ANALAMANGA	Ambohidratrimo	Ampangabe	Ampandrilaza
ANALAMANGA	Ambohidratrimo	Ampangabe	Ampangabe
ANALAMANGA	Ambohidratrimo	Ampangabe	Anakakondro
ANALAMANGA	Ambohidratrimo	Ampangabe	Antanambony
ANALAMANGA	Ambohidratrimo	Ampangabe	Falihavana
ANALAMANGA	Ambohidratrimo	Ampangabe	Ikianja
ANALAMANGA	Ambohidratrimo	Ampangabe	"Manjaka Est"
ANALAMANGA	Ambohidratrimo	Ampangabe	"Soamanjaka Nord"
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambaribe
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambatomirahavavy
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambatomitsangana
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambohiboahangy
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambohikely
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambohimiadana
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ambohitrinilanitra
ANALAMANGA	Ambohidratrimo	Ampanotokana	Amboniavaratra
ANALAMANGA	Ambohidratrimo	Ampanotokana	"Ampanataovana Nord"
ANALAMANGA	Ambohidratrimo	Ampanotokana	"Ampanataovana Sud"
ANALAMANGA	Ambohidratrimo	Ampanotokana	Ampanotokana
ANALAMANGA	Ambohidratrimo	Ampanotokana	Amparibe
ANALAMANGA	Ambohidratrimo	Ampanotokana	Andohanimasina
ANALAMANGA	Ambohidratrimo	Ampanotokana	Andralantoina
ANALAMANGA	Ambohidratrimo	Ampanotokana	Androhibe
ANALAMANGA	Ambohidratrimo	Ampanotokana	Anosivolakely
ANALAMANGA	Ambohidratrimo	Ampanotokana	"Antanetibe Nord"
ANALAMANGA	Ambohidratrimo	Ampanotokana	Antanety
ANALAMANGA	Ambohidratrimo	Ampanotokana	Antsaharatsy
ANALAMANGA	Ambohidratrimo	Ampanotokana	Antsampanimahazo
ANALAMANGA	Ambohidratrimo	Ampanotokana	Antsaonjomanga
ANALAMANGA	Ambohidratrimo	Ampanotokana	Belanitra
ANALAMANGA	Ambohidratrimo	Ampanotokana	"Bemasoandro Nord"
ANALAMANGA	Ambohidratrimo	Ampanotokana	"Bemasoandro Sud"
ANALAMANGA	Ambohidratrimo	Ampanotokana	Miadapahonina
ANALAMANGA	Ambohidratrimo	Ampanotokana	Morarano
ANALAMANGA	Ambohidratrimo	Ampanotokana	Soavikanjaka
ANALAMANGA	Ambohidratrimo	Ampanotokana	Soavimalaza
ANALAMANGA	Ambohidratrimo	Ampanotokana	Vangaina
ANALAMANGA	Ambohidratrimo	Anjanadoria	Ambohimanatrika
ANALAMANGA	Ambohidratrimo	Anjanadoria	Ambohimarina
ANALAMANGA	Ambohidratrimo	Anjanadoria	Ambohinirina
ANALAMANGA	Ambohidratrimo	Anjanadoria	Ampataka
ANALAMANGA	Ambohidratrimo	Anjanadoria	Andranomaitso
ANALAMANGA	Ambohidratrimo	Anjanadoria	Anjanadoria
ANALAMANGA	Ambohidratrimo	Anjanadoria	Antamboho
ANALAMANGA	Ambohidratrimo	Anjanadoria	Antetezankazo
ANALAMANGA	Ambohidratrimo	Anjanadoria	Bevato
ANALAMANGA	Ambohidratrimo	Anjanadoria	Madiorano
ANALAMANGA	Ambohidratrimo	Anjanadoria	Manankasina
ANALAMANGA	Ambohidratrimo	Anjanadoria	"Mandrosoa Est"
ANALAMANGA	Ambohidratrimo	Anjanadoria	Merinavaratra
ANALAMANGA	Ambohidratrimo	Anjanadoria	Satrokoditra
ANALAMANGA	Ambohidratrimo	Anosiala	Ambatomena
ANALAMANGA	Ambohidratrimo	Anosiala	Ambohipanasina
ANALAMANGA	Ambohidratrimo	Anosiala	Ambohipiara
ANALAMANGA	Ambohidratrimo	Anosiala	Ambohitrinibe
ANALAMANGA	Ambohidratrimo	Anosiala	Ambohitsimeloka
ANALAMANGA	Ambohidratrimo	Anosiala	Ambohitsiroa
ANALAMANGA	Ambohidratrimo	Anosiala	Andrakaja
ANALAMANGA	Ambohidratrimo	Anosiala	Andriampianianana
ANALAMANGA	Ambohidratrimo	Anosiala	Anjanamasina
ANALAMANGA	Ambohidratrimo	Anosiala	Ankazo
ANALAMANGA	Ambohidratrimo	Anosiala	Avarabohitra
ANALAMANGA	Ambohidratrimo	Anosiala	Fiakarana
ANALAMANGA	Ambohidratrimo	Anosiala	Lavahitsiny
ANALAMANGA	Ambohidratrimo	Anosiala	Mandrosoa
ANALAMANGA	Ambohidratrimo	Anosiala	Manjakazafy
ANALAMANGA	Ambohidratrimo	Anosiala	Namontana
ANALAMANGA	Ambohidratrimo	Anosiala	Soamanandray
ANALAMANGA	Ambohidratrimo	Anosiala	"Tsarahonenana Ivoanjo"
ANALAMANGA	Ambohidratrimo	Anosiala	Tsaramandroso
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambanimaso
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambatomboahangy
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambatombositra
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambohiboahangy
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambohidranomanga
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambohidravaka
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambohijatovo
ANALAMANGA	Ambohidratrimo	Antanetibe	Ambohitraivo
ANALAMANGA	Ambohidratrimo	Antanetibe	Ankadisarotra
ANALAMANGA	Ambohidratrimo	Antanetibe	Antanetibe
ANALAMANGA	Ambohidratrimo	Antanetibe	Antanety
ANALAMANGA	Ambohidratrimo	Antanetibe	Antaninandro
ANALAMANGA	Ambohidratrimo	Antanetibe	"Antoby Nord"
ANALAMANGA	Ambohidratrimo	Antanetibe	"Antoby Sud"
ANALAMANGA	Ambohidratrimo	Antanetibe	Antsahamaina
ANALAMANGA	Ambohidratrimo	Antanetibe	Bearambola
ANALAMANGA	Ambohidratrimo	Antanetibe	Mahazaza
ANALAMANGA	Ambohidratrimo	Antanetibe	Merikanjaka
ANALAMANGA	Ambohidratrimo	Antanetibe	Miantso
ANALAMANGA	Ambohidratrimo	Antsahafilo	Ampahimanga
ANALAMANGA	Ambohidratrimo	Antsahafilo	Antsahafilo
ANALAMANGA	Ambohidratrimo	Antsahafilo	Diankazo
ANALAMANGA	Ambohidratrimo	Antsahafilo	Mamory
ANALAMANGA	Ambohidratrimo	Avaratsena	Ambatomanana
ANALAMANGA	Ambohidratrimo	Avaratsena	Ankododona
ANALAMANGA	Ambohidratrimo	Avaratsena	Antanetimboahangy
ANALAMANGA	Ambohidratrimo	Avaratsena	Avaratrimanarina
ANALAMANGA	Ambohidratrimo	Avaratsena	Avaratsena
ANALAMANGA	Ambohidratrimo	Avaratsena	Mahavanona
ANALAMANGA	Ambohidratrimo	Avaratsena	Malaza
ANALAMANGA	Ambohidratrimo	Avaratsena	Sahalemaka
ANALAMANGA	Ambohidratrimo	Fiadanana	Ambohinaorina
ANALAMANGA	Ambohidratrimo	Fiadanana	Ambohitsaratelo
ANALAMANGA	Ambohidratrimo	Fiadanana	Ampefiloha
ANALAMANGA	Ambohidratrimo	Fiadanana	Antanambahiny
ANALAMANGA	Ambohidratrimo	Fiadanana	Antanetibe
ANALAMANGA	Ambohidratrimo	Fiadanana	"Antanety Sud"
ANALAMANGA	Ambohidratrimo	Fiadanana	Atsimombohitra
ANALAMANGA	Ambohidratrimo	Fiadanana	Manjakatompo
ANALAMANGA	Ambohidratrimo	Fiadanana	Marianina
ANALAMANGA	Ambohidratrimo	Fiadanana	Merimitatra
ANALAMANGA	Ambohidratrimo	Fiadanana	Miadapahonina
ANALAMANGA	Ambohidratrimo	Fiadanana	"Morarano Est"
ANALAMANGA	Ambohidratrimo	Fiadanana	Soamanjaka
ANALAMANGA	Ambohidratrimo	Iarinarivo	Ambatomainty
ANALAMANGA	Ambohidratrimo	Iarinarivo	Amboasary
ANALAMANGA	Ambohidratrimo	Iarinarivo	Ambohinanjakana
ANALAMANGA	Ambohidratrimo	Iarinarivo	Antanantanana
ANALAMANGA	Ambohidratrimo	Iarinarivo	Iarinarivo
ANALAMANGA	Ambohidratrimo	Iarinarivo	Manonilahy
ANALAMANGA	Ambohidratrimo	Iarinarivo	Maroloha
ANALAMANGA	Ambohidratrimo	Iarinarivo	Tanjondroa
ANALAMANGA	Ambohidratrimo	Iarinarivo	"Tsarazaza Andriantany"
ANALAMANGA	Ambohidratrimo	Ivato	Ambodirano
ANALAMANGA	Ambohidratrimo	Ivato	Andafiavaratra
ANALAMANGA	Ambohidratrimo	Ivato	Ankadindravola
ANALAMANGA	Ambohidratrimo	Ivato	Ilaivola
ANALAMANGA	Ambohidratrimo	Ivato	"Ivato Aéroport"
ANALAMANGA	Ambohidratrimo	Ivato	Mandrosoa
ANALAMANGA	Ambohidratrimo	Mahabo	Ambatomanjaka
ANALAMANGA	Ambohidratrimo	Mahabo	Ambodivato
ANALAMANGA	Ambohidratrimo	Mahabo	Ambodivona
ANALAMANGA	Ambohidratrimo	Mahabo	Ambohibehivavy
ANALAMANGA	Ambohidratrimo	Mahabo	Ambohimanantiana
ANALAMANGA	Ambohidratrimo	Mahabo	Ambohimena
ANALAMANGA	Ambohidratrimo	Mahabo	Ambohitrakoho
ANALAMANGA	Ambohidratrimo	Mahabo	Analamahitsy
ANALAMANGA	Ambohidratrimo	Mahabo	Andraonimanana
ANALAMANGA	Ambohidratrimo	Mahabo	Andriamasy
ANALAMANGA	Ambohidratrimo	Mahabo	Andriatsampana
ANALAMANGA	Ambohidratrimo	Mahabo	Ankadivory
ANALAMANGA	Ambohidratrimo	Mahabo	"Antanetibe Nord"
ANALAMANGA	Ambohidratrimo	Mahabo	Antanivony
ANALAMANGA	Ambohidratrimo	Mahabo	Antsahabe
ANALAMANGA	Ambohidratrimo	Mahabo	Antsiriry
ANALAMANGA	Ambohidratrimo	Mahabo	"Fiadanana sud"
ANALAMANGA	Ambohidratrimo	Mahabo	Mahabo
ANALAMANGA	Ambohidratrimo	Mahereza	Ambodivona
ANALAMANGA	Ambohidratrimo	Mahereza	Ambohidava
ANALAMANGA	Ambohidratrimo	Mahereza	Ambohikely
ANALAMANGA	Ambohidratrimo	Mahereza	Ambohitrinilahy
ANALAMANGA	Ambohidratrimo	Mahereza	Ambolany
ANALAMANGA	Ambohidratrimo	Mahereza	Ampilanonana
ANALAMANGA	Ambohidratrimo	Mahereza	Mahereza
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambatobe
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambatofamamba
ANALAMANGA	Ambohidratrimo	Mahitsy	Amberomanga
ANALAMANGA	Ambohidratrimo	Mahitsy	"Ambodifiakarana Est"
ANALAMANGA	Ambohidratrimo	Mahitsy	"Ambohibao Sud"
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambohibe
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambohimahavelona
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambohimanatrika
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambohimandray
ANALAMANGA	Ambohidratrimo	Mahitsy	Ambohimilemaka
ANALAMANGA	Ambohidratrimo	Mahitsy	Andranovelona
ANALAMANGA	Ambohidratrimo	Mahitsy	Andrefambohitra
ANALAMANGA	Ambohidratrimo	Mahitsy	Ankadifotsy
ANALAMANGA	Ambohidratrimo	Mahitsy	Ankazo
ANALAMANGA	Ambohidratrimo	Mahitsy	Antandrokomby
ANALAMANGA	Ambohidratrimo	Mahitsy	"Antanetibe Est"
ANALAMANGA	Ambohidratrimo	Mahitsy	"Antanety Est"
ANALAMANGA	Ambohidratrimo	Mahitsy	Antangirika
ANALAMANGA	Ambohidratrimo	Mahitsy	Antokomaro
ANALAMANGA	Ambohidratrimo	Mahitsy	Antongombato
ANALAMANGA	Ambohidratrimo	Mahitsy	"Antongombato Est"
ANALAMANGA	Ambohidratrimo	Mahitsy	Bejofo
ANALAMANGA	Ambohidratrimo	Mahitsy	Bemasoandro
ANALAMANGA	Ambohidratrimo	Mahitsy	Fiadanankely
ANALAMANGA	Ambohidratrimo	Mahitsy	Fierenana
ANALAMANGA	Ambohidratrimo	Mahitsy	Mahitsy
ANALAMANGA	Ambohidratrimo	Mahitsy	Miadampahonina
ANALAMANGA	Ambohidratrimo	Mahitsy	Miandrarivo
ANALAMANGA	Ambohidratrimo	Mahitsy	Morarano
ANALAMANGA	Ambohidratrimo	Mahitsy	Soavinimerina
ANALAMANGA	Ambohidratrimo	Mahitsy	Tsarahonenana
ANALAMANGA	Ambohidratrimo	Mananjara	Alarobia
ANALAMANGA	Ambohidratrimo	Mananjara	Ambohitsilaizina
ANALAMANGA	Ambohidratrimo	Mananjara	Andranovelona
ANALAMANGA	Ambohidratrimo	Mananjara	Antanetibe
ANALAMANGA	Ambohidratrimo	Mananjara	Mananjara
ANALAMANGA	Ambohidratrimo	Manjakavaradrano	"Antanetibe III"
ANALAMANGA	Ambohidratrimo	Manjakavaradrano	"Antanetilava II"
ANALAMANGA	Ambohidratrimo	Manjakavaradrano	Manjakavaradrano
ANALAMANGA	Ambohidratrimo	Manjakavaradrano	Marokibobo
ANALAMANGA	Ambohidratrimo	Manjakavaradrano	Mierinavaratra
ANALAMANGA	Ambohidratrimo	Manjakavaradrano	Soamanandray
ANALAMANGA	Ambohidratrimo	Merimandroso	Alatsinainy
ANALAMANGA	Ambohidratrimo	Merimandroso	Ambatonaorina
ANALAMANGA	Ambohidratrimo	Merimandroso	Amboatany
ANALAMANGA	Ambohidratrimo	Merimandroso	Ambodivona
ANALAMANGA	Ambohidratrimo	Merimandroso	Ambohiborosy
ANALAMANGA	Ambohidratrimo	Merimandroso	Ambohidrakitra
ANALAMANGA	Ambohidratrimo	Merimandroso	Ambohipoloalina
ANALAMANGA	Ambohidratrimo	Merimandroso	Ambohitsoa
ANALAMANGA	Ambohidratrimo	Merimandroso	Amboniloha
ANALAMANGA	Ambohidratrimo	Merimandroso	Ampamaho
ANALAMANGA	Ambohidratrimo	Merimandroso	Ankazomasina
ANALAMANGA	Ambohidratrimo	Merimandroso	Ankosy
ANALAMANGA	Ambohidratrimo	Merimandroso	Anovorano
ANALAMANGA	Ambohidratrimo	Merimandroso	Belanitra
ANALAMANGA	Ambohidratrimo	Merimandroso	Mananjara
ANALAMANGA	Ambohidratrimo	Merimandroso	Manankasina
ANALAMANGA	Ambohidratrimo	Merimandroso	Manantsoa
ANALAMANGA	Ambohidratrimo	Merimandroso	Mangarano
ANALAMANGA	Ambohidratrimo	Merimandroso	Merimandroso
ANALAMANGA	Ambohidratrimo	Merimandroso	Tsarasaotra
ANALAMANGA	Ambohidratrimo	Talatamaty	Ambohinambo
ANALAMANGA	Ambohidratrimo	Talatamaty	Ambohitravao
ANALAMANGA	Ambohidratrimo	Talatamaty	Amborompotsy
ANALAMANGA	Ambohidratrimo	Talatamaty	Ankadivory
ANALAMANGA	Ambohidratrimo	Talatamaty	Faralaza
ANALAMANGA	Ambohidratrimo	Talatamaty	Fitroafana
ANALAMANGA	Ambohidratrimo	Talatamaty	"Imerina Afovoany"
ANALAMANGA	Ambohidratrimo	Talatamaty	Maibahoaka
ANALAMANGA	Ambohidratrimo	Talatamaty	"Mamory Miray"
ANALAMANGA	Ambohidratrimo	Talatamaty	Mandriambero
ANALAMANGA	Ambohidratrimo	Talatamaty	Talatamaty
ANALAMANGA	Ambohidratrimo	Talatamaty	Tanjondava
ANALAMANGA	Andramasina	"Alarobia Vatosola"	"Alarobia Vatosola"
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Ambatomalaza
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Ambohibemanjaka
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Ambohidrazana
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Andobo
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Antamboho
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Antovontany
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Morarano
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Soavinandriana
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Tsaramiera
ANALAMANGA	Andramasina	"Alarobia Vatosola"	Tsarazazampandimby
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	"Alatsinainy Bakaro"
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Ambatolampy
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Amboanjobe
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	"Amboanjobe Tsimialonjafy"
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Ambohidavenona
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	"Ambohitra Bemahatazana"
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Ampihika
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Andempona
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Andranomainty
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Anjozoro
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Antanambao
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Antevana
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Antoho
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Fanantenana
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Soanafindra
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Soavinarivo
ANALAMANGA	Andramasina	"Alatsinainy Bakaro"	Vatosoa
ANALAMANGA	Andramasina	Ambohimiadana	Amberobe
ANALAMANGA	Andramasina	Ambohimiadana	Ambodivato
ANALAMANGA	Andramasina	Ambohimiadana	Ambohimahitsy
ANALAMANGA	Andramasina	Ambohimiadana	"Ambohimiadana I"
ANALAMANGA	Andramasina	Ambohimiadana	"Ambohimiadana II"
ANALAMANGA	Andramasina	Ambohimiadana	Andrere
ANALAMANGA	Andramasina	Ambohimiadana	Ankazomaitso
ANALAMANGA	Andramasina	Ambohimiadana	Antsahamasina
ANALAMANGA	Andramasina	Ambohimiadana	Antsahanatoby
ANALAMANGA	Andramasina	Ambohimiadana	Antsahandenda
ANALAMANGA	Andramasina	Ambohimiadana	Iharamalaza
ANALAMANGA	Andramasina	Ambohimiadana	Manandriana
ANALAMANGA	Andramasina	Ambohimiadana	Maroambika
ANALAMANGA	Andramasina	Ambohimiadana	Miadamanjaka
ANALAMANGA	Andramasina	Ambohimiadana	Miadampahonina
ANALAMANGA	Andramasina	Ambohimiadana	Soavinandriana
ANALAMANGA	Andramasina	Ambohimiadana	Tsaramandroso
ANALAMANGA	Andramasina	Ambohimiadana	Tsarasaotra
ANALAMANGA	Andramasina	Andohariana	Ambatofotsy
ANALAMANGA	Andramasina	Andohariana	Ambohitrakanga
ANALAMANGA	Andramasina	Andohariana	Amby
ANALAMANGA	Andramasina	Andohariana	Andohariana
ANALAMANGA	Andramasina	Andohariana	"Antandrokomby I"
ANALAMANGA	Andramasina	Andohariana	Beravina
ANALAMANGA	Andramasina	Andramasina	"Ambalavao Firaisana"
ANALAMANGA	Andramasina	Andramasina	Amboaroy
ANALAMANGA	Andramasina	Andramasina	Ambodivato
ANALAMANGA	Andramasina	Andramasina	Ambohijafy
ANALAMANGA	Andramasina	Andramasina	Ambohimarina
ANALAMANGA	Andramasina	Andramasina	Ambohitrandraina
ANALAMANGA	Andramasina	Andramasina	Andramasina
ANALAMANGA	Andramasina	Andramasina	Ankorona
ANALAMANGA	Andramasina	Andramasina	Antanetibe
ANALAMANGA	Andramasina	Andramasina	Bemalaza
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	Ambohikely
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	Ambohitsoa
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	Analamerana
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	"Anjoma Faliarivo"
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	"Anororo Centre"
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	Antanimbiazana
ANALAMANGA	Andramasina	"Anjoma Faliarivo"	Bemasoandro
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Ambohitsoa
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Ambonierana
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Andrihatsiazo
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Angodongodona
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Anosibe
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Antsahalava
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	"Est Mahatsinjo"
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Tsarazaza
ANALAMANGA	Andramasina	"Anosibe Trimoloharano"	Vohitsarahasina
ANALAMANGA	Andramasina	Antotohazo	Ambohidraondriana
ANALAMANGA	Andramasina	Antotohazo	Ambohitrakanga
ANALAMANGA	Andramasina	Antotohazo	Ankazo
ANALAMANGA	Andramasina	Antotohazo	Antoribe
ANALAMANGA	Andramasina	Antotohazo	Antotohazo
ANALAMANGA	Andramasina	Antotohazo	Fiankarantsoa
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Ambatomitsangana
ANALAMANGA	Andramasina	"Fitsinjovana Bakaro"	Ambohijanaka
