"N°";"fokontany";"Kaomina";"Distrika";"Region";"Province"
"13514";"Ambatovola";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13515";"Ambolomborona";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13516";"Antamenaka";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13517";"Andranobe";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13518";"Ankaiafo";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13519";"Ampaibary";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13520";"Vohitsivalana";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13521";"Morarano";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13522";"Tanambaonalaina";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13523";"Sodeca";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13524";"Tsarahonenana";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13525";"Sahanavily";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13526";"Miarinarivo";"Ambohijanahary";"Amparafaravola";"Alaotra-Mangoro";"Toamasina"
"13527";"Ankadivola";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13528";"Imerimanjaka";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13529";"Lohanosy";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13530";"Soanavela";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13531";"Tsilazaina";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13532";"Ambatolampy";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13533";"Mahaimandry";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13534";"Ambodiakondro";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13535";"Ambohijanaka";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13536";"Soaranokely";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13537";"Mandalotsimaka";"Ambohijanaka";"Antananarivo-Atsimondrano";"Analamanga";"Antananarivo"
"13538";"Anjamana";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13539";"Tokoamivondrona";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13540";"Firariantsoa";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13541";"Ambohipaha";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13542";"Miraihery";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13543";"Ambohitravo";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13544";"Antandindo";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13545";"Lomaka";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13546";"Tsarafara";"Ambohimahamasina";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13547";"Ampanidinana";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13548";"Andondona";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13549";"Antalata";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13550";"Antoabe";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13551";"Avaratsena";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13552";"Bemasoandro";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13553";"Ambohimanatrika";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13554";"Ankiboka";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13555";"Anteviahitra";"Ambohimahasoa";"Ambohimahasoa";"Haute Matsiatra";"Fianarantsoa"
"13556";"Ambohimahavelona";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13557";"Maroamalo";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13558";"Agnahibe";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13559";"Mahaleotse";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13560";"Maropia";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13561";"Ankotrofoty";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13562";"Tanandava Mahabo";"Ambohimahavelona";"Tuléar-II";"Atsimo-Andrefana";"Toliara"
"13563";"Masitaho";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13564";"Ambalaparaky";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13565";"Fiakarana Avaratra";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13566";"Antsahavory Nord";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13567";"Ambohimahazo";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13568";"Tanambao";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13569";"Ampotaka";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13570";"Antsahavory Atsimo";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13571";"Antapia";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13572";"Antanifotsy";"Ambohimahazo";"Manandriana";"Amoron'i Mania";"Fianarantsoa"
"13573";"Sakavey";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13573";"Sakavey";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13574";"Kobaimirafy";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13574";"Kobaimirafy";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13575";"Betioky";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13575";"Betioky";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13576";"Ampanolora";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13576";"Ampanolora";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13577";"Ankatrafae Mazava";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13577";"Ankatrafae Mazava";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13578";"Bevoalavo";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13578";"Bevoalavo";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13579";"Taviramongy";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13579";"Taviramongy";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13580";"Taty";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13580";"Taty";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13581";"Ankaramena";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13581";"Ankaramena";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13582";"Androvasoa";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13582";"Androvasoa";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13583";"Andranonomby";"Ambohimalaza Miray";\N;\N;\N
"13584";"Masombahiny";"Ambohimalaza Miray";\N;\N;\N
"13585";"Andranosoa";"Ambohimalaza Miray";\N;\N;\N
"13586";"Mahia";"Ambohimalaza Miray";\N;\N;\N
"13587";"Ambohitrandriana";"Ambohimalaza Miray";\N;\N;\N
"13588";"Fiadanana";"Ambohimalaza Miray";\N;\N;\N
"13589";"Antentona";"Ambohimalaza Miray";\N;\N;\N
"13590";"Ambatomalaza";"Ambohimalaza Miray";\N;\N;\N
"13591";"Ambohimalaza Miray";"Ambohimalaza Miray";\N;\N;\N
"13592";"Ambohitremo";"Ambohimalaza Miray";\N;\N;\N
"13593";"Atsimon'ambohidray";"Ambohimalaza Miray";\N;\N;\N
"13594";"Ambatofotsy";"Ambohimalaza Miray";\N;\N;\N
"13595";"Antsahalalina";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13595";"Antsahalalina";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13596";"Antetezandravina";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13596";"Antetezandravina";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13597";"Ambariotelo";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13597";"Ambariotelo";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13598";"Ampangadiambato";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13598";"Ampangadiambato";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13599";"Antsambalahy";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13599";"Antsambalahy";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13600";"Antsahorana";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13600";"Antsahorana";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13601";"Ambohimalaza";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13601";"Ambohimalaza";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13602";"Ambohitsivalana";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13602";"Ambohitsivalana";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13603";"Ankorabe";"Ambohimalaza";"Sambava";"SAVA";"Antsiranana"
"13603";"Ankorabe";"Ambohimalaza";"Ambovombe";"Androy";"Toliara"
"13604";"Fenaomby";"Ambohimana";"Vondrozo";"Atsimo-Atsinanana";"Fianarantsoa"
"13605";"Mandritany";"Ambohimana";"Vondrozo";"Atsimo-Atsinanana";"Fianarantsoa"
"13606";"Ferena I";"Ambohimana";"Vondrozo";"Atsimo-Atsinanana";"Fianarantsoa"
"13607";"Ampahimanga";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13607";"Ampahimanga";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13608";"Tanjonandriana";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13608";"Tanjonandriana";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13609";"Ambohimanambola Gara";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13609";"Ambohimanambola Gara";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13610";"Ambohimahatsinjo";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13610";"Ambohimahatsinjo";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13611";"Antanetibe";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13611";"Antanetibe";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13612";"Iharamy";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13612";"Iharamy";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13613";"Andramanonga";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13613";"Andramanonga";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13614";"Ambohibato";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13614";"Ambohibato";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13615";"Tsinjoarivo";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13615";"Tsinjoarivo";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13616";"Andranomasina";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13616";"Andranomasina";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13617";"Ambalamasina";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13617";"Ambalamasina";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13618";"Vinanisoa";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13618";"Vinanisoa";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13619";"Fktambohimanambola";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13619";"Fktambohimanambola";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13620";"Ambilomaro";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13620";"Ambilomaro";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13621";"Ambalavato";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13621";"Ambalavato";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13622";"Soavinarivo";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13622";"Soavinarivo";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13623";"Antanambao";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13623";"Antanambao";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13624";"Faravohitra";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13624";"Faravohitra";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13625";"Ambohijanakony";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13625";"Ambohijanakony";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13626";"Masinierenana";"Ambohimanambola";"Antananarivo-Avaradrano";"Analamanga";"Antananarivo"
"13626";"Masinierenana";"Ambohimanambola";"Betafo";"Vakinankaratra";"Antananarivo"
"13627";"Asindro";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13628";"Ambodifanto";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13629";"Manankasina";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13630";"Ambohimanana";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13631";"Ambodialampona";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13632";"Bezamba";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13633";"Ambodinonoka";"Ambohimanana";"Brickaville";"Atsinanana";"Toamasina"
"13634";"Betsifasika";"Ambohimanarina Marovazaha";\N;\N;\N
"13635";"Antanambao";"Ambohimanarina Marovazaha";\N;\N;\N
"13636";"Vohitrandriana";"Ambohimanarina Marovazaha";\N;\N;\N
"13637";"Antsevakely Nord";"Ambohimanarina Marovazaha";\N;\N;\N
"13638";"Ambohitsaratany";"Ambohimanarina Marovazaha";\N;\N;\N
"13639";"Andranonahoatra";"Ambohimanarina Marovazaha";\N;\N;\N
"13640";"Ambohimandroso";"Ambohimanarina Marovazaha";\N;\N;\N
"13641";"Antsevakely Atsimo";"Ambohimanarina Marovazaha";\N;\N;\N
"13642";"Fieferana Atsimo";"Ambohimanarina Marovazaha";\N;\N;\N
"13643";"Ambohitratsery";"Ambohimanarina Marovazaha";\N;\N;\N
"13644";"Ambatomitsangana";"Ambohimanarina Marovazaha";\N;\N;\N
"13645";"Amparihimaina";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13645";"Amparihimaina";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13645";"Amparihimaina";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13646";"Ambohimandroso";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13646";"Ambohimandroso";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13646";"Ambohimandroso";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13647";"Antanambao";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13647";"Antanambao";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13647";"Antanambao";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13648";"Ambohipeno";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13648";"Ambohipeno";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13648";"Ambohipeno";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13649";"Marotaolana";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13649";"Marotaolana";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13649";"Marotaolana";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13650";"Ambohimandroso";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13650";"Ambohimandroso";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13650";"Ambohimandroso";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13651";"Isody";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13651";"Isody";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13651";"Isody";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13652";"Ambalavao";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13652";"Ambalavao";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13652";"Ambalavao";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13653";"Ihazolava";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13653";"Ihazolava";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13653";"Ihazolava";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13654";"Ambatofotsy";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13654";"Ambatofotsy";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13654";"Ambatofotsy";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13655";"Ambatobe Bongatsara";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13655";"Ambatobe Bongatsara";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13655";"Ambatobe Bongatsara";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13656";"Kelilalina Bas";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13656";"Kelilalina Bas";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13656";"Kelilalina Bas";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13657";"Andalantsoavaly Centre";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13657";"Andalantsoavaly Centre";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13657";"Andalantsoavaly Centre";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13658";"Antanety Est";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13658";"Antanety Est";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13658";"Antanety Est";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13659";"Ankazomenavahatra";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13659";"Ankazomenavahatra";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13659";"Ankazomenavahatra";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13660";"Antsampandrano";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13660";"Antsampandrano";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13660";"Antsampandrano";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13661";"Mahaketraka";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13661";"Mahaketraka";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13661";"Mahaketraka";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13662";"Maromoka Fonenantsoa";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13662";"Maromoka Fonenantsoa";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13662";"Maromoka Fonenantsoa";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13663";"Andohanimaromoka";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13663";"Andohanimaromoka";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13663";"Andohanimaromoka";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13664";"Tsarafara Antatamo";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13664";"Tsarafara Antatamo";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13664";"Tsarafara Antatamo";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13665";"Maromoka Centre";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13665";"Maromoka Centre";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13665";"Maromoka Centre";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13666";"Maromoka Vavaraoly";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13666";"Maromoka Vavaraoly";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13666";"Maromoka Vavaraoly";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13667";"Maromoka Bas";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13667";"Maromoka Bas";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13667";"Maromoka Bas";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13668";"Ambohimandroso A";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13668";"Ambohimandroso A";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13668";"Ambohimandroso A";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13669";"Ambohimandroso Est";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13669";"Ambohimandroso Est";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13669";"Ambohimandroso Est";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13670";"Ambohimandroso B";"Ambohimandroso";"Antanifotsy";"Vakinankaratra";"Antananarivo"
"13670";"Ambohimandroso B";"Ambohimandroso";"Ambalavao";"Haute Matsiatra";"Fianarantsoa"
"13670";"Ambohimandroso B";"Ambohimandroso";"Farafangana";"Atsimo-Atsinanana";"Fianarantsoa"
"13671";"Antsobolo";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13672";"Ambalamanga";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13673";"Soamanjaka";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13674";"Andriatsimeonona";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13675";"Ambohitrandraina";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13676";"Amboanana";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13677";"Anjanamahazo";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13678";"Manolobony";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13679";"Antsaha";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13680";"Mandrosoa";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13681";"Ambohimandry Est";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13682";"Analamanga";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13683";"Manankasina";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13684";"Ambohidava";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13685";"Morarano";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13686";"Ankeribe";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13687";"Merinarivo";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13688";"Ambohitrakanga";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13689";"Soanavela";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13690";"Tsarafara Miadana";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13691";"Tsinjoarivo";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13692";"Antanety";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13693";"Ambohitsorohitra";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13694";"Ambodivona";"Ambohimandry";"Arivonimamo";"Itasy";"Antananarivo"
"13695";"Marosatroka";"Ambohimanga Du Sud";\N;\N;\N
"13696";"Fasintsara Andakana";"Ambohimanga Du Sud";\N;\N;\N
"13697";"Nosimboahangy";"Ambohimanga Du Sud";\N;\N;\N
"13698";"Ambalaherana";"Ambohimanga Du Sud";\N;\N;\N
"13699";"Androrangavola Nord";"Ambohimanga Du Sud";\N;\N;\N
"13700";"Ambohimiranty";"Ambohimanga Du Sud";\N;\N;\N
"13701";"Mandroalina";"Ambohimanga Du Sud";\N;\N;\N
